team,year,talent,scaled_talent
Louisiana Tech,2024,533.72,-0.5898209146013663
Temple,2024,532.46,-0.5969606534622597
Georgia Southern,2024,527.99,-0.6222897270401909
Nevada,2024,525.22,-0.6379858196153294
Western Kentucky,2024,518.88,-0.6739111722963327
Hawai'i,2024,513.7,-0.7032634320577829
Eastern Michigan,2024,508.73,-0.7314257353424178
Miami (OH),2024,505.3,-0.7508616911304054
Florida International,2024,504.39,-0.7560181691966062
Middle Tennessee,2024,503.43,-0.7614579702334773
Troy,2024,499.56,-0.7833871681633641
Sam Houston,2024,488.03,-0.8487214451999517
Bowling Green,2024,484.51,-0.8686673823351457
San José State,2024,480.29,-0.8925798410597249
Central Michigan,2024,467.22,-0.9666404655929599
New Mexico,2024,464.59,-0.9815432538502217
Ball State,2024,464.07,-0.9844898127451934
James Madison,2024,459.14,-1.012425457653292
UTEP,2024,455.97,-1.0303881339937935
Wyoming,2024,455.45,-1.0333346928887654
Ohio,2024,450.55,-1.0611003440144617
Northern Illinois,2024,437.2,-1.136747577183451
Kent State,2024,435.3,-1.1475138500689248
Buffalo,2024,435.22,-1.1479671668219973
Jacksonville State,2024,430.94,-1.1722196131113813
Old Dominion,2024,428.91,-1.1837225257205983
New Mexico State,2024,370.2,-1.5164003578817482
UL Monroe,2024,329.43,-1.7474219081663687
Kennesaw State,2024,288.14,-1.9813900173459613
Navy,2024,0,-3.6141236327251756
Air Force,2024,0,-3.6141236327251756
Army,2024,0,-3.6141236327251756
Georgia,2025,1002.98,2.2632524271981507
Alabama,2025,993.55,2.202372399863762
Ohio State,2025,973.69,2.0741563507798864
Texas,2025,973.54,2.073187951617621
Oregon,2025,941.22,1.8645302121216054
LSU,2025,920.05,1.7278568103539482
Clemson,2025,918.43,1.717398099401487
Texas A&M,2025,917.29,1.7100382657682738
Notre Dame,2025,912.11,1.6765962146980586
Penn State,2025,910.42,1.66568558413654
Michigan,2025,907.22,1.6450264020082221
Florida,2025,898.58,1.5892466102617624
Auburn,2025,891.84,1.5457332079039918
Oklahoma,2025,882.59,1.4860152595643212
Miami,2025,874.57,1.4342381843552234
Tennessee,2025,866.57,1.3825902290344274
USC,2025,847.53,1.2596680953709323
South Carolina,2025,833.26,1.1675410550674625
Florida State,2025,828.45,1.1364877219308342
Nebraska,2025,821.39,1.0909084013602313
Ole Miss,2025,813.11,1.0374527676032075
Missouri,2025,804.77,0.9836097741812775
Arkansas,2025,772.64,0.7761786736241304
Mississippi State,2025,770.48,0.7622337256875157
SMU,2025,766.67,0.7376363869659862
UCLA,2025,766.62,0.7373135872452314
Kentucky,2025,763.18,0.7151049664572888
Wisconsin,2025,763.17,0.7150404065131379
Texas Tech,2025,757.49,0.6783703582353731
Colorado,2025,755.2,0.6635861310247954
North Carolina,2025,753.2,0.6506741421945964
TCU,2025,745.01,0.5977995479349311
Arizona State,2025,738.52,0.5559001441809353
Syracuse,2025,727.83,0.4868855638835219
Baylor,2025,726.3,0.47700789242841907
California,2025,726.21,0.47642685293106063
Washington,2025,720.56,0.43995048448574786
Michigan State,2025,717.42,0.4196786620223355
Georgia Tech,2025,715.56,0.4076705124102503
Virginia Tech,2025,712.19,0.3859138112313657
Minnesota,2025,711.04,0.3784894176540007
Iowa,2025,710,0.37177518346229743
UCF,2025,709.99,0.3717106235181465
Utah,2025,707.86,0.35795935541398455
NC State,2025,707.51,0.3556997573686996
Stanford,2025,707.27,0.35415031870907565
Kansas State,2025,705.85,0.34498280663963465
Kansas,2025,705.32,0.3415611295996321
Oklahoma State,2025,702.74,0.32490466400867507
Louisville,2025,700.77,0.3121863550109289
UNLV,2025,700.54,0.31070147629545586
Maryland,2025,699.31,0.30276060316488335
Rutgers,2025,689.22,0.23761961951652988
Purdue,2025,687.74,0.2280647477821825
Vanderbilt,2025,685.42,0.21308684073915132
Pittsburgh,2025,681.21,0.18590710425158288
Northwestern,2025,677.97,0.16498968234666042
Duke,2025,669.18,0.10824149143793528
Memphis,2025,668.63,0.10469069450963084
Oregon State,2025,667.99,0.10055885808396725
South Florida,2025,666.89,0.09345726422735764
Virginia,2025,666.74,0.09248886506509287
West Virginia,2025,662.33,0.06401792969450425
Illinois,2025,662.13,0.06272673081148405
UTSA,2025,662.09,0.06246849103488031
Houston,2025,656.74,0.027928920914097807
Arizona,2025,651.62,-0.005125770491211691
Tulane,2025,650.87,-0.00996776630253632
Boston College,2025,650.12,-0.014809762113860949
BYU,2025,649.36,-0.019716317869336517
Iowa State,2025,648.93,-0.022492395467829714
Indiana,2025,645.34,-0.04566941541803641
Cincinnati,2025,644.1,-0.05367484849275986
Wake Forest,2025,627.16,-0.16303939388454583
Toledo,2025,620.13,-0.20842503462269518
Texas State,2025,612.16,-0.25987931011103843
Georgia State,2025,611.97,-0.26110594904990697
East Carolina,2025,611.55,-0.2638174667042492
App State,2025,611.31,-0.26536690536387314
Coastal Carolina,2025,610.88,-0.2681429829623656
Boise State,2025,610.65,-0.26962786167783864
Florida Atlantic,2025,605.22,-0.3046839113518286
Southern Miss,2025,602.53,-0.32205053632844666
Liberty,2025,599.12,-0.34406547728393577
Tulsa,2025,594.78,-0.3720844930454678
San Diego State,2025,594.27,-0.3753770501971685
Miami (OH),2025,592.1,-0.38938655807793415
Arkansas State,2025,591.27,-0.39474503344246703
Marshall,2025,590.64,-0.39881230992397965
Fresno State,2025,586.84,-0.4233450887013575
Louisiana,2025,585.82,-0.42993020300475887
Colorado State,2025,583.71,-0.4435523512206189
Georgia Southern,2025,574.48,-0.5031411796719875
Eastern Michigan,2025,572.9,-0.513341650847845
Washington State,2025,569.46,-0.5355502716357868
North Texas,2025,569.15,-0.5375516299044681
UConn,2025,568.12,-0.5442013041520204
Florida International,2025,562.61,-0.5797738333792186
Troy,2025,561.87,-0.5845512692463923
Western Kentucky,2025,561.36,-0.5878438263980931
UTEP,2025,551.88,-0.6490466534532364
South Alabama,2025,544.87,-0.694303174303084
UAB,2025,540.93,-0.7197397922985763
Akron,2025,537.21,-0.7437560915227459
Western Michigan,2025,534.35,-0.7622202355499306
Rice,2025,530.06,-0.789916451590708
Bowling Green,2025,527.31,-0.8076704362322317
Charlotte,2025,526.3,-0.814190990591482
San José State,2025,522.91,-0.8360768116586693
Middle Tennessee,2025,520.55,-0.8513129584783042
Jacksonville State,2025,519.93,-0.855315675015666
Buffalo,2025,513.33,-0.8979252381553221
Temple,2025,507.91,-0.9329167278851616
Utah State,2025,503.59,-0.9608066237583918
Ball State,2025,495.35,-1.0140040177388114
Louisiana Tech,2025,493.5,-1.0259476074067455
Wyoming,2025,489.33,-1.0528691041177107
Massachusetts,2025,488.73,-1.05674270076677
Nevada,2025,488.69,-1.0570009405433742
Hawai'i,2025,481.2,-1.1053563387124696
Central Michigan,2025,481.16,-1.1056145784890734
Old Dominion,2025,477.45,-1.1295663177690927
Sam Houston,2025,477.35,-1.1302119172106024
UL Monroe,2025,473.34,-1.1561004548151517
Northern Illinois,2025,471.01,-1.1711429218023335
Ohio,2025,469.99,-1.177728036105735
James Madison,2025,459.53,-1.245257737687676
Kent State,2025,456.24,-1.2664979593133532
Missouri State,2025,426.1,-1.461081630984452
New Mexico State,2025,402.9,-1.610860701414761
New Mexico,2025,378.8,-1.7664501668186587
Kennesaw State,2025,338.87,-2.024238023813582
Delaware,2025,242.85,-2.6441426075514367
Army,2025,23.66,-4.059232023397097
